ESTU_TIPODOCUMENTO;CORRECTO;ESTU_GENERO;PERIODO;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_MCPIO_UBICACION;COLE_DEPTO_UBICACION;PUNT_GLOBAL;edad
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 2;9;Tres;Si;No;No;Si;Si;Si;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Todos o casi todos los dias;No sabe;No sabe;Peor;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCIÃ“N EDUCATIVA TÃ‰CNICA COMERCIAL HERNANDO NAVIA VARON;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCIÃ“N EDUCATIVA TÃ‰CNICA COMERCIAL HERNANDO NAVIA VARON - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;220;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;No aplica;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUTO MODERNO;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUTO MODERNO;S;URBANO;MANANA;CALI;VALLE;294;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria incompleta;No sabe;Estrato 1;3 a 4;Dos;Si;Si;No;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;No sabe;No sabe;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA EL DIAMANTE;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA EL DIAMANTE - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;192;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;Si;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;No aplica;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CELMIRA BUENO DE OREJUELA;S;URBANO;UNICA;CALI;VALLE;264;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;Dos;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;LICEO CERROS DEL VALLE;MIXTO;NO OFICIAL;A;N;TECNICO;LICEO CERROS DEL VALLE;S;URBANO;MANANA;CALI;VALLE;203;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Cuatro;Si;Si;Si;Si;No;Si;No;Si;26 A 100 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;No sabe;No sabe;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;COLEGIO EL HOGAR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO EL HOGAR;S;URBANO;COMPLETA;CALI;VALLE;182;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Tres;No;Si;No;No;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;COL TEC JUVENIL DEL VALLE;MIXTO;NO OFICIAL;A;S;TECNICO;COL TEC JUVENIL DEL VALLE;S;URBANO;COMPLETA;CALI;VALLE;210;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;No;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;Pensionado;No sabe;Igual;Mas de 2 horas;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;329;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Educacion Profesional completa;Estrato 1;1 a 2;Dos;No;Si;No;Si;No;No;No;No;11 A 25 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Nunca o rara vez comemos eso;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Peor;Entre 1 y 2 horas;No Navega Internet;0;No;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;JORGE ELIECER GAITAN;N;URBANO;MANANA;CALI;VALLE;205;16
CC;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Ninguno;No sabe;Estrato 2;3 a 4;Dos;Si;Si;Si;Si;Si;No;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;No aplica;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA ISAIAS GAMBOA;MIXTO;OFICIAL;A;N;ACADEMICO;LA INMACULADA;N;URBANO;TARDE;CALI;VALLE;260;18
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CANDELARIA;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Tres;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Mejor;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA NORMAL SUPERIOR SANTIAGO DE CALI;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA NORMAL SUPERIOR SANTIAGO DE CALI;S;URBANO;MANANA;CALI;VALLE;253;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Primaria incompleta;Estrato 3;3 a 4;Tres;Si;Si;Si;No;Si;Si;Si;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA LA MERCED;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LA MERCED;S;URBANO;MANANA;CALI;VALLE;265;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Tres;Si;Si;Si;Si;Si;No;Si;No;26 A 100 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;297;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 1;7 a 8;Dos;Si;Si;No;No;No;No;Si;No;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;No aplica;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD CORDOBA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;SEDE ENRIQUE OLAYA HERRERA;N;URBANO;TARDE;CALI;VALLE;230;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Educacion Profesional completa;Estrato 3;3 a 4;Dos;Si;Si;Si;No;Si;Si;No;Si;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;271;15
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Cuatro;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;Pensionado;Pensionado;Mejor;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LICEO DEPARTAMENTAL - SEDE PRINCIPAL;S;URBANO;MANANA;CALI;VALLE;272;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 3;1 a 2;Uno;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;Pensionado;Igual;No leo por entretenimiento;Mas de 3 horas;0;No;INST NTRA SRA DEL CARMEN;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;INST NTRA SRA DEL CARMEN;S;URBANO;MANANA;CALI;VALLE;263;15
CC;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Secundaria (Bachillerato) completa;Estrato 3;1 a 2;Dos;Si;No;No;No;No;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALBERTO CARVAJAL BORRERO;S;URBANO;MANANA;CALI;VALLE;235;19
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Ninguno;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;Tres;Si;No;Si;No;Si;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;No sabe;No sabe;Igual;30 minutos o menos;30 minutos o menos;Menos de 10 horas;No;COLEGIO COMPARTIR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO COMPARTIR;S;URBANO;MANANA;CALI;VALLE;203;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Educacion Profesional incompleta;Tecnica o Tecnologa completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;No aplica;Mejor;No leo por entretenimiento;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;260;16
CC;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria completa;Sin Estrato;5 a 6;Tres;Si;Si;Si;No;Si;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;INSTITUCION EDUCATIVA POLITECNICO MUNICIPAL DE CALI;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA POLITECNICO MUNICIPAL DE CALI - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;207;18
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;3 a 5 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA CRISTOBAL COLON;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CRISTOBAL COLON - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;231;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;No sabe;Estrato 1;3 a 4;Cuatro;No;No;No;No;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;No sabe;No sabe;Igual;Entre 30 y 60 minutos;No Navega Internet;Entre 11 y 20 horas;No;COLEGIO PARROQUIAL SAN FRANCISCO JAVIER;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COLEGIO PARROQUIAL SAN FRANCISCO JAVIER;S;URBANO;MANANA;CALI;VALLE;254;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No aplica;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Dos;No;No;No;No;No;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA CIUDAD MODELO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA CIUDAD MODELO;S;URBANO;TARDE;CALI;VALLE;244;15
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;Tres;Si;No;Si;Si;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;LICEO CAÃ‘AVERAL DE OCCIDENTE;MIXTO;NO OFICIAL;A;N;TECNICO;LICEO CAÃ‘AVERAL DE OCCIDENTE;S;URBANO;MANANA;CALI;VALLE;302;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Ninguno;Estrato 3;3 a 4;Tres;Si;Si;No;Si;Si;Si;Si;Si;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Nunca o rara vez comemos eso;No sabe;Es vendedor o trabaja en atencion al publico ;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA LIBARDO MADRID VALDERRAMAMA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA LIBARDO MADRID VALDERRAMA - SEDE PRINCIPAL;S;URBANO;TARDE;CALI;VALLE;195;17
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Dos;Si;Si;Si;No;No;No;Si;No;11 A 25 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;INSTITUCION EDUCATIVA BARTOLOMÃ‰ LOBOGUERRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA BARTOLOMÃ‰ LOBOGUERRERO - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;209;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria completa;Secundaria (Bachillerato) completa;Estrato 4;5 a 6;Tres;Si;Si;Si;Si;Si;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los dias ;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;CENT EDUC SEBASTIAN DE BELALCAZAR;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;CENT EDUC SEBASTIAN DE BELALCAZAR;S;URBANO;COMPLETA;CALI;VALLE;210;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;No aplica;Educacion Profesional completa;Estrato 4;3 a 4;Tres;Si;Si;Si;Si;Si;Si;No;Si;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Peor;30 minutos o menos;Entre 1 y 3 horas;0;No;CORPORACION EDUCATIVA ADVENTISTA- CÃMBULOS;MIXTO;NO OFICIAL;A;S;ACADEMICO;CORPORACION EDUCATIVA ADVENTISTA- CÃMBULOS;S;URBANO;MANANA;CALI;VALLE;348;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 3;1 a 2;Dos;Si;No;Si;No;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No sabe;Es vendedor o trabaja en atencion al publico ;Igual;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA BARTOLOMÃ‰ LOBOGUERRERO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA BARTOLOMÃ‰ LOBOGUERRERO - SEDE PRINCIPAL;S;URBANO;UNICA;CALI;VALLE;212;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;Primaria completa;Estrato 2;5 a 6;Cinco;Si;No;Si;Si;Si;No;No;Si;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;1 o 2 veces por semana;No aplica;No aplica;Mejor;30 minutos o menos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;S;URBANO;MANANA;CALI;VALLE;210;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;Dos;Si;Si;Si;No;No;No;Si;No;11 A 25 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;1 o 2 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Peor;Entre 1 y 2 horas;Entre 30 y 60 minutos;Menos de 10 horas;No;COLEGIO ARQUIDIOCESANO JUAN PABLO II;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;COL ARQUID.  JUAN PABLO II;S;URBANO;MANANA;CALI;VALLE;305;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional completa;Estrato 3;3 a 4;Cuatro;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;No sabe;No sabe;Mejor;Entre 1 y 2 horas;Mas de 3 horas;0;No;LICEO SANTA CLARA;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;LICEO SANTA CLARA;S;URBANO;MANANA;CALI;VALLE;288;16
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Educacion Porfesional completa;Tecnica o Tecnologa completa;Estrato 3;5 a 6;Tres;Si;Si;Si;Si;Si;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;No aplica;Igual;Entre 30 y 60 minutos;Mas de 3 horas;Menos de 10 horas;No;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;S;URBANO;MANANA;CALI;VALLE;185;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Tecnica o Tecnologica completa;Tecnica o Tecnologa completa;Estrato 1;3 a 4;Tres;Si;Si;Si;Si;Si;Si;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los dias;3 a 5 veces por semana;No sabe;No sabe;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;CENTRO DOCENTE LICEO MARISOL;MIXTO;NO OFICIAL;A;N;ACADEMICO;CENTRO DOCENTE LICEO MARISOL;S;URBANO;MANANA;CALI;VALLE;262;16
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;Cuatro;No;No;No;No;Si;No;Si;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;No aplica;No aplica;Igual;No leo por entretenimiento;30 minutos o menos;0;No;LICEO RENACER;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;LICEO RENACER;S;URBANO;MANANA;CALI;VALLE;174;17
CC;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Primaria completa;Estrato 3;3 a 4;Tres;Si;No;Si;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;No aplica;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;COL TEC JUVENIL DEL VALLE;MIXTO;NO OFICIAL;A;S;TECNICO;COL TEC JUVENIL DEL VALLE;S;URBANO;COMPLETA;CALI;VALLE;189;18
TI;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato incompleta;No sabe;Estrato 4;9;Cuatro;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;1 o 2 veces por semana;No sabe;No sabe;Peor;No leo por entretenimiento;Mas de 3 horas;Entre 11 y 20 horas;No;INSTITUCION EDUCATIVA SANTO TOMAS;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;S;URBANO;UNICA;CALI;VALLE;215;16
CC;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Educacion Profesional completa;Estrato 2;3 a 4;Tres;Si;Si;Si;Si;Si;No;Si;Si;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico ;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;LICEO COLOMBO IRLANDES;MIXTO;NO OFICIAL;A;N;TECNICO/ACADEMICO;LICEO COLOMBO IRLANDES;S;URBANO;MANANA;CALI;VALLE;254;17
CC;COLOMBIA;M;20214;COLOMBIA;VALLE;CALI;Secundaria Bachillerato completa;Tecnica o Tecnologa completa;Estrato 3;3 a 4;Tres;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;No aplica;Es vendedor o trabaja en atencion al publico ;Mejor;Entre 30 y 60 minutos;Mas de 3 horas;0;No;INSTITUCION EDUCATIVA NORMAL SUPERIOR SANTIAGO DE CALI;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA NORMAL SUPERIOR SANTIAGO DE CALI;S;URBANO;MANANA;CALI;VALLE;316;17
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;No sabe;Educacion Profesional incompleta;Estrato 1;3 a 4;Dos;Si;Si;No;Si;Si;Si;No;No;11 A 25 LIBROS;Todos o casi todos los dias ;Todos o casi todos los dias;Todos o casi todos los dias;No aplica;Es vendedor o trabaja en atencion al publico ;Igual;Mas de 2 horas;Entre 1 y 3 horas;0;No;LICEO PIGMALION;MIXTO;NO OFICIAL;A;N;ACADEMICO;LICEO PIGMALION;S;URBANO;MANANA;CALI;VALLE;301;15
TI;COLOMBIA;F;20214;COLOMBIA;VALLE;CALI;Primaria incompleta;Primaria incompleta;Estrato 3;7 a 8;Cuatro;Si;Si;No;No;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los dias ;1 o 2 veces por semana;3 a 5 veces por semana;No aplica;No aplica;Igual;30 minutos o menos;Entre 1 y 3 horas;Menos de 10 horas;No;INSTITUCION EDUCATIVA REPUBLICA DE ARGENTINA;MIXTO;OFICIAL;A;N;TECNICO/ACADEMICO;INSTITUCION EDUCATIVA REPUBLICA DE ARGENTINA;S;URBANO;UNICA;CALI;VALLE;198;17
