ESTU_TIPODOCUMENTO,ESTU_GENERO,PERIODO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_MCPIO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,FAMI_COMECEREALFRUTOSLEGUMBRE,FAMI_TRABAJOLABORPADRE,FAMI_TRABAJOLABORMADRE,FAMI_SITUACIONECONOMICA,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,ESTU_HORASSEMANATRABAJA,ESTU_TIPOREMUNERACION,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,PUNT_GLOBAL,edad
CC,F,20171,COLOMBIA,VALLE,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 3,7 o más,Cinco,No,Si,No,Si,No,No,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Todos o casi todos los dias,No sabe,No sabe,Peor,Entre 1 y 3 horas,30 minutos o menos,0,No,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,N,URBANO,TARDE,CALI,VALLE,366,20
TI,F,20192,COLOMBIA,VALLE,MEDELLIN,Educacion Profesional completa,No aplica,Estrato 6,5 a 6,Cinco,Si,Si,No,No,Si,Si,No,No,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,Todos o casi todos los dias,No aplica,No sabe,Peor,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,TARDE,CALI,SANTANDER,176,23
CE,F,20181,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 1,3 a 4,Dos,No,Si,Si,Si,No,Si,No,Si,51 A 100 LIBROS,Nunca,Todos o casi todos los dias,Nunca,Si,No aplica,Mejor,Más de 3 horas,Más de 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,MANANA,BARRANQUILLA,VALLE,279,22
TI,F,20172,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,Educacion Profesional incompleta,No aplica,Estrato 1,7 o más,Dos,Si,No,No,Si,No,Si,No,No,51 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,3 a 5 veces por semana,Si,No,Peor,Más de 3 horas,Más de 3 horas,0,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,N,URBANO,NOCHE,MEDELLIN,VALLE,184,18
TI,F,20191,COLOMBIA,VALLE,BARRANQUILLA,No aplica,No aplica,Estrato 6,7 o más,Cinco,Si,No,Si,No,Si,Si,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Todos o casi todos los dias,No,No aplica,Igual,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,S,URBANO,TARDE,BUCARAMANGA,VALLE,153,23
CE,F,20171,COLOMBIA,SANTANDER,BOGOTA,No aplica,No aplica,Estrato 3,3 a 4,Dos,No,Si,No,Si,No,No,Si,No,11 A 50 LIBROS,3 a 5 veces por semana,1 vez por semana,1 vez por semana,Si,No sabe,Mejor,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO MAYOR,MIXTO,OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,URBANO,MANANA,BUCARAMANGA,ATLANTICO,170,23
TI,F,20171,COLOMBIA,ANTIOQUIA,BARRANQUILLA,No aplica,Educacion Profesional incompleta,Estrato 4,7 o más,Dos,No,No,No,Si,No,Si,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Nunca,No sabe,No aplica,Mejor,Entre 1 y 3 horas,Más de 3 horas,1-10,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,N,URBANO,NOCHE,BOGOTA,ATLANTICO,342,19
CC,M,20191,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,3 a 4,Tres,Si,No,Si,No,Si,Si,No,No,51 A 100 LIBROS,Todos o casi todos los dias,1 vez por semana,Nunca,No sabe,No aplica,Igual,30 minutos o menos,Más de 3 horas,0,No,COLEGIO COMFANDI EL PRADO,FEMENINO,OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,VALLE,195,18
CC,F,20191,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 4,3 a 4,Tres,Si,No,Si,No,Si,No,Si,Si,MAS DE 100 LIBROS,3 a 5 veces por semana,1 vez por semana,Nunca,No sabe,No aplica,Mejor,Entre 1 y 3 horas,Más de 3 horas,11-20,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,B,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,BARRANQUILLA,SANTANDER,381,28
CC,M,20181,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 5,7 o más,Tres,Si,No,Si,No,Si,No,No,No,0 A 10 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,1 vez por semana,No sabe,No,Peor,Entre 1 y 3 horas,Más de 3 horas,21-40,No,COLEGIO MAYOR,MIXTO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,BUCARAMANGA,SANTANDER,372,17
CE,F,20172,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,Educacion Profesional completa,Estrato 1,3 a 4,Tres,No,Si,Si,No,No,No,Si,No,MAS DE 100 LIBROS,1 vez por semana,Nunca,1 vez por semana,Si,No sabe,Peor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,S,URBANO,NOCHE,CALI,SANTANDER,268,21
CC,F,20172,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,Educacion Profesional completa,Estrato 5,7 o más,Cinco,Si,No,Si,Si,No,Si,No,No,11 A 50 LIBROS,Nunca,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,No sabe,Mejor,Entre 1 y 3 horas,Más de 3 horas,0,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,N,URBANO,NOCHE,CALI,ANTIOQUIA,345,18
CE,M,20181,COLOMBIA,CUNDINAMARCA,BOGOTA,No aplica,Educacion Profesional completa,Estrato 5,7 o más,Tres,No,No,No,Si,No,Si,No,No,51 A 100 LIBROS,Nunca,3 a 5 veces por semana,1 vez por semana,No,No sabe,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO CENTRAL,FEMENINO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,N,RURAL,MANANA,BOGOTA,ATLANTICO,289,18
TI,M,20172,COLOMBIA,ANTIOQUIA,BARRANQUILLA,No aplica,Educacion Profesional completa,Estrato 2,3 a 4,Dos,Si,Si,Si,Si,Si,Si,Si,No,11 A 50 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,1 vez por semana,No,No sabe,Igual,Entre 1 y 3 horas,Más de 3 horas,11-20,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,BUCARAMANGA,ANTIOQUIA,303,17
CE,F,20171,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional completa,No aplica,Estrato 5,3 a 4,Cinco,Si,Si,No,Si,No,No,Si,No,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Nunca,No sabe,No aplica,Peor,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,N,RURAL,MANANA,BUCARAMANGA,ANTIOQUIA,160,25
CE,M,20182,COLOMBIA,CUNDINAMARCA,MEDELLIN,No aplica,Educacion Profesional incompleta,Estrato 4,3 a 4,Tres,No,No,Si,Si,No,Si,No,No,MAS DE 100 LIBROS,1 vez por semana,3 a 5 veces por semana,Nunca,No sabe,No aplica,Igual,Entre 1 y 3 horas,Más de 3 horas,11-20,No,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,TARDE,CALI,CUNDINAMARCA,158,24
TI,F,20172,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional incompleta,No aplica,Estrato 6,5 a 6,Cuatro,No,Si,Si,No,Si,No,Si,No,MAS DE 100 LIBROS,3 a 5 veces por semana,Nunca,1 vez por semana,No,Si,Peor,30 minutos o menos,30 minutos o menos,11-20,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,BUCARAMANGA,ATLANTICO,151,26
TI,F,20192,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional completa,No aplica,Estrato 1,7 o más,Cuatro,No,No,No,No,Si,Si,No,Si,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No,No aplica,Peor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,S,RURAL,TARDE,CALI,VALLE,353,21
CE,F,20182,COLOMBIA,VALLE,BOGOTA,Educacion Profesional completa,Educacion Profesional completa,Estrato 4,5 a 6,Dos,Si,No,No,Si,No,No,No,No,0 A 10 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,Si,No aplica,Igual,Entre 1 y 3 horas,30 minutos o menos,21-40,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,TARDE,BOGOTA,SANTANDER,212,21
TI,F,20192,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional completa,No aplica,Estrato 6,7 o más,Cuatro,Si,Si,No,No,Si,Si,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,Todos o casi todos los dias,1 vez por semana,No aplica,Si,Peor,Más de 3 horas,Más de 3 horas,11-20,No,COLEGIO CENTRAL,MIXTO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,BOGOTA,SANTANDER,162,25
TI,F,20192,COLOMBIA,ATLANTICO,BUCARAMANGA,No aplica,Educacion Profesional incompleta,Estrato 1,3 a 4,Dos,No,No,No,No,Si,No,No,Si,MAS DE 100 LIBROS,Nunca,Todos o casi todos los dias,Nunca,No,No aplica,Mejor,30 minutos o menos,Entre 1 y 3 horas,11-20,Si,COLEGIO CENTRAL,MIXTO,OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,S,RURAL,TARDE,BARRANQUILLA,CUNDINAMARCA,154,16
CC,F,20191,COLOMBIA,SANTANDER,BARRANQUILLA,Educacion Profesional completa,Educacion Profesional completa,Estrato 6,7 o más,Tres,No,No,No,Si,No,No,No,No,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,3 a 5 veces por semana,No aplica,Si,Mejor,30 minutos o menos,Más de 3 horas,11-20,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,N,RURAL,NOCHE,BUCARAMANGA,ANTIOQUIA,333,29
TI,F,20192,COLOMBIA,ANTIOQUIA,MEDELLIN,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 3,3 a 4,Cinco,No,No,No,No,Si,No,No,Si,MAS DE 100 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,Si,No sabe,Peor,30 minutos o menos,Entre 1 y 3 horas,1-10,Si,COLEGIO MAYOR,FEMENINO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,S,RURAL,TARDE,BUCARAMANGA,ATLANTICO,216,24
TI,F,20182,COLOMBIA,CUNDINAMARCA,CALI,No aplica,No aplica,Estrato 4,7 o más,Tres,No,No,No,No,Si,Si,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,Nunca,3 a 5 veces por semana,Si,No,Mejor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO MAYOR,FEMENINO,OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,S,RURAL,NOCHE,BOGOTA,ANTIOQUIA,271,29
CE,F,20191,COLOMBIA,VALLE,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 6,7 o más,Cuatro,No,No,No,Si,No,No,Si,Si,0 A 10 LIBROS,Nunca,3 a 5 veces por semana,3 a 5 veces por semana,Si,No aplica,Igual,Más de 3 horas,Más de 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,S,ACADEMICO,SEDE PRINCIPAL,N,RURAL,MANANA,BOGOTA,ANTIOQUIA,328,28
CC,M,20182,COLOMBIA,VALLE,CALI,No aplica,Educacion Profesional completa,Estrato 6,7 o más,Cuatro,Si,Si,Si,No,Si,Si,No,Si,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los dias,No aplica,No sabe,Igual,Entre 1 y 3 horas,30 minutos o menos,0,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,ACADEMICO,SEDE PRINCIPAL,N,URBANO,TARDE,MEDELLIN,ANTIOQUIA,263,22
CC,F,20181,COLOMBIA,SANTANDER,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 5,7 o más,Cinco,No,No,Si,Si,No,No,Si,Si,11 A 50 LIBROS,1 vez por semana,Todos o casi todos los dias,Todos o casi todos los dias,No sabe,Si,Igual,Más de 3 horas,Más de 3 horas,11-20,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,RURAL,NOCHE,BARRANQUILLA,ATLANTICO,366,18
TI,M,20182,COLOMBIA,SANTANDER,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 6,3 a 4,Cinco,No,No,No,No,Si,Si,Si,No,51 A 100 LIBROS,1 vez por semana,3 a 5 veces por semana,1 vez por semana,No,No,Peor,30 minutos o menos,Más de 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,B,N,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,MANANA,CALI,ATLANTICO,357,29
CC,M,20191,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,7 o más,Dos,No,No,No,Si,Si,No,Si,No,0 A 10 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,3 a 5 veces por semana,No,No sabe,Igual,Más de 3 horas,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,B,N,TECNICO,SEDE PRINCIPAL,N,URBANO,TARDE,BARRANQUILLA,SANTANDER,387,27
TI,F,20172,COLOMBIA,SANTANDER,CALI,Educacion Profesional incompleta,No aplica,Estrato 4,7 o más,Dos,No,Si,No,No,Si,Si,No,No,51 A 100 LIBROS,1 vez por semana,Nunca,3 a 5 veces por semana,No aplica,Si,Peor,30 minutos o menos,Más de 3 horas,0,No,COLEGIO COMFANDI EL PRADO,MASCULINO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,NOCHE,BARRANQUILLA,ATLANTICO,247,21
CE,M,20192,COLOMBIA,VALLE,CALI,Educacion Profesional completa,No aplica,Estrato 3,5 a 6,Cinco,No,Si,Si,No,No,Si,Si,No,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,No sabe,Si,Peor,30 minutos o menos,Más de 3 horas,1-10,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,B,N,ACADEMICO,SEDE PRINCIPAL,S,RURAL,MANANA,BUCARAMANGA,VALLE,176,18
TI,F,20181,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,Educacion Profesional completa,Estrato 6,5 a 6,Cuatro,No,No,Si,No,No,No,No,No,51 A 100 LIBROS,Todos o casi todos los dias,Nunca,Todos o casi todos los dias,No aplica,No aplica,Peor,Entre 1 y 3 horas,Más de 3 horas,21-40,Si,COLEGIO CENTRAL,MASCULINO,OFICIAL,A,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,RURAL,TARDE,CALI,SANTANDER,199,26
TI,M,20171,COLOMBIA,ATLANTICO,BOGOTA,No aplica,No aplica,Estrato 5,7 o más,Tres,No,Si,Si,No,Si,Si,No,Si,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,No aplica,No sabe,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,1-10,Si,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,B,N,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,URBANO,NOCHE,CALI,VALLE,210,21
CE,M,20181,COLOMBIA,ATLANTICO,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 1,3 a 4,Dos,Si,No,Si,Si,Si,Si,Si,Si,51 A 100 LIBROS,3 a 5 veces por semana,Nunca,Todos o casi todos los dias,Si,No aplica,Mejor,Entre 1 y 3 horas,30 minutos o menos,1-10,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,RURAL,TARDE,CALI,ANTIOQUIA,238,17
TI,M,20171,COLOMBIA,ANTIOQUIA,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 3,7 o más,Tres,No,Si,No,Si,No,Si,Si,Si,11 A 50 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,1 vez por semana,No aplica,No sabe,Igual,Entre 1 y 3 horas,30 minutos o menos,11-20,No,COLEGIO CENTRAL,FEMENINO,OFICIAL,B,S,ACADEMICO,SEDE SECUNDARIA,N,URBANO,NOCHE,CALI,ATLANTICO,381,26
CE,F,20171,COLOMBIA,SANTANDER,CALI,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 2,7 o más,Cuatro,No,No,Si,No,Si,No,Si,Si,51 A 100 LIBROS,Nunca,3 a 5 veces por semana,3 a 5 veces por semana,No,Si,Igual,Entre 1 y 3 horas,30 minutos o menos,11-20,No,COLEGIO COMFANDI EL PRADO,MIXTO,OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,N,RURAL,MANANA,CALI,VALLE,171,29
CE,M,20191,COLOMBIA,ATLANTICO,CALI,No aplica,Educacion Profesional completa,Estrato 3,5 a 6,Cinco,No,Si,No,No,No,No,Si,Si,0 A 10 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,1 vez por semana,Si,No sabe,Mejor,30 minutos o menos,Entre 1 y 3 horas,1-10,Si,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,S,URBANO,TARDE,CALI,CUNDINAMARCA,345,26
CE,M,20182,COLOMBIA,CUNDINAMARCA,BUCARAMANGA,Educacion Profesional completa,Educacion Profesional incompleta,Estrato 4,5 a 6,Dos,No,No,No,Si,No,Si,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Todos o casi todos los dias,No sabe,No sabe,Igual,30 minutos o menos,Entre 1 y 3 horas,0,No,COLEGIO CENTRAL,MIXTO,NO OFICIAL,A,N,ACADEMICO,SEDE PRINCIPAL,S,URBANO,NOCHE,BUCARAMANGA,ATLANTICO,159,27
CE,F,20191,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,No aplica,Educacion Profesional completa,Estrato 5,3 a 4,Cinco,Si,Si,Si,Si,Si,Si,Si,Si,51 A 100 LIBROS,Todos o casi todos los dias,3 a 5 veces por semana,Todos o casi todos los dias,No aplica,No aplica,Peor,30 minutos o menos,Entre 1 y 3 horas,0,Si,COLEGIO CENTRAL,MIXTO,NO OFICIAL,B,N,ACADEMICO,SEDE SECUNDARIA,N,RURAL,MANANA,CALI,VALLE,277,20
TI,F,20182,COLOMBIA,CUNDINAMARCA,BOGOTA,Educacion Profesional incompleta,No aplica,Estrato 5,5 a 6,Cuatro,Si,No,Si,Si,No,Si,No,No,0 A 10 LIBROS,Todos o casi todos los dias,Nunca,1 vez por semana,No,No sabe,Igual,Entre 1 y 3 horas,30 minutos o menos,11-20,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,B,S,TECNICO,SEDE PRINCIPAL,N,RURAL,MANANA,BOGOTA,SANTANDER,236,23
CC,F,20181,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional completa,Educacion Profesional completa,Estrato 3,7 o más,Cuatro,Si,Si,Si,Si,No,Si,Si,No,11 A 50 LIBROS,Todos o casi todos los dias,Nunca,Nunca,No aplica,Si,Mejor,Entre 1 y 3 horas,Más de 3 horas,21-40,Si,COLEGIO MAYOR,MIXTO,NO OFICIAL,A,N,TECNICO,SEDE PRINCIPAL,N,RURAL,NOCHE,BUCARAMANGA,ANTIOQUIA,212,20
CE,F,20192,COLOMBIA,SANTANDER,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,3 a 4,Tres,Si,Si,Si,No,No,Si,Si,No,MAS DE 100 LIBROS,Todos o casi todos los dias,1 vez por semana,1 vez por semana,Si,Si,Igual,30 minutos o menos,Entre 1 y 3 horas,11-20,Si,COLEGIO MAYOR,MASCULINO,OFICIAL,B,S,TECNICO,SEDE SECUNDARIA,N,RURAL,NOCHE,CALI,ANTIOQUIA,164,20
CC,M,20172,COLOMBIA,VALLE,BUCARAMANGA,No aplica,Educacion Profesional incompleta,Estrato 6,3 a 4,Cuatro,Si,No,Si,No,No,Si,Si,No,0 A 10 LIBROS,Todos o casi todos los dias,Todos o casi todos los dias,1 vez por semana,No,No,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,11-20,Si,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,N,RURAL,NOCHE,BUCARAMANGA,ATLANTICO,303,16
TI,M,20182,COLOMBIA,ANTIOQUIA,BOGOTA,No aplica,Educacion Profesional incompleta,Estrato 5,7 o más,Cuatro,No,Si,No,No,Si,No,Si,Si,0 A 10 LIBROS,Nunca,3 a 5 veces por semana,3 a 5 veces por semana,No,No aplica,Mejor,30 minutos o menos,Entre 1 y 3 horas,11-20,No,COLEGIO CENTRAL,MIXTO,OFICIAL,A,S,TECNICO,COLEGIO COMFANDI EL PRADO,N,URBANO,TARDE,BUCARAMANGA,ATLANTICO,237,28
TI,M,20182,COLOMBIA,VALLE,MEDELLIN,No aplica,Educacion Profesional completa,Estrato 3,3 a 4,Tres,Si,No,Si,No,Si,No,Si,Si,MAS DE 100 LIBROS,Nunca,1 vez por semana,1 vez por semana,Si,No,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,Si,COLEGIO MAYOR,FEMENINO,NO OFICIAL,B,N,TECNICO,SEDE SECUNDARIA,N,RURAL,TARDE,BOGOTA,SANTANDER,228,26
CC,M,20192,COLOMBIA,CUNDINAMARCA,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional incompleta,Estrato 6,7 o más,Dos,No,Si,Si,Si,No,No,No,Si,MAS DE 100 LIBROS,1 vez por semana,Todos o casi todos los dias,Nunca,Si,No,Peor,Más de 3 horas,Más de 3 horas,1-10,No,COLEGIO CENTRAL,MASCULINO,NO OFICIAL,A,S,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,CALI,ANTIOQUIA,163,25
TI,M,20182,COLOMBIA,ATLANTICO,BOGOTA,No aplica,Educacion Profesional completa,Estrato 2,7 o más,Cinco,Si,No,Si,No,No,Si,Si,No,MAS DE 100 LIBROS,3 a 5 veces por semana,1 vez por semana,1 vez por semana,No,Si,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,21-40,No,COLEGIO MAYOR,MIXTO,NO OFICIAL,B,S,TECNICO,COLEGIO COMFANDI EL PRADO,S,URBANO,NOCHE,CALI,SANTANDER,247,25
CE,F,20182,COLOMBIA,CUNDINAMARCA,CALI,Educacion Profesional completa,Educacion Profesional completa,Estrato 5,7 o más,Cuatro,No,Si,Si,No,Si,No,Si,No,0 A 10 LIBROS,Nunca,Todos o casi todos los dias,1 vez por semana,No sabe,Si,Peor,30 minutos o menos,Entre 1 y 3 horas,21-40,No,COLEGIO COMFANDI EL PRADO,FEMENINO,NO OFICIAL,A,N,ACADEMICO,SEDE SECUNDARIA,S,RURAL,NOCHE,BUCARAMANGA,ANTIOQUIA,225,25
CC,M,20192,COLOMBIA,ANTIOQUIA,BARRANQUILLA,Educacion Profesional incompleta,Educacion Profesional completa,Estrato 3,7 o más,Dos,Si,No,No,Si,Si,No,Si,Si,51 A 100 LIBROS,1 vez por semana,3 a 5 veces por semana,Nunca,Si,No sabe,Igual,Más de 3 horas,30 minutos o menos,1-10,Si,COLEGIO MAYOR,MIXTO,OFICIAL,A,S,ACADEMICO,COLEGIO COMFANDI EL PRADO,S,URBANO,MANANA,BARRANQUILLA,ANTIOQUIA,239,24
TI,F,20181,COLOMBIA,CUNDINAMARCA,MEDELLIN,Educacion Profesional completa,Educacion Profesional completa,Estrato 6,7 o más,Dos,No,No,No,No,Si,No,No,Si,51 A 100 LIBROS,3 a 5 veces por semana,3 a 5 veces por semana,Todos o casi todos los dias,No,No,Mejor,Entre 1 y 3 horas,Entre 1 y 3 horas,0,No,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,A,S,TECNICO,SEDE SECUNDARIA,N,RURAL,MANANA,MEDELLIN,ANTIOQUIA,305,23
CE,F,20192,COLOMBIA,VALLE,MEDELLIN,No aplica,No aplica,Estrato 6,3 a 4,Cuatro,Si,Si,Si,No,No,Si,No,Si,MAS DE 100 LIBROS,Nunca,Nunca,1 vez por semana,Si,No,Peor,Más de 3 horas,30 minutos o menos,11-20,Si,COLEGIO COMFANDI EL PRADO,MASCULINO,NO OFICIAL,A,S,TECNICO,SEDE PRINCIPAL,N,RURAL,TARDE,BARRANQUILLA,SANTANDER,348,21
